other_key,together_count,to_fraction,from_fraction
community:for,1,0.0,1.0
communications_transponder:service,1,0.0,1.0
communications_transponder:frequency,1,0.0,1.0
com,1,0.0,1.0
communication:provider,1,0.0,1.0
communication:operator,1,0.0,0.25
communication:nr3500,1,0.0,1.0
communication:mobile_phone_1,1,0.0,1.0
communication:internet,1,0.0,0.0294
communication:aviation,1,0.0,0.5
communication:aeronautical_mobile_service,1,0.0,0.3333
communication:VHF,1,0.0,0.3333
comercio,1,0.0,0.0476
check_date:wheelchair,1,0.0,0.2
check_date:smoking,1,0.0,1.0
check_date:sidewalk:surface,1,0.0,1.0
cadeirante,1,0.0,1.0
capacity:seats,1,0.0,1.0
canteen,1,0.0,1.0
canoe_rental,1,0.0,0.5
candy,1,0.0,1.0
campo,1,0.0,0.25
camping,1,0.0,0.5
camp,1,0.0,1.0
camera:repair,1,0.0,1.0
camera,1,0.0,1.0
button_operated,1,0.0,0.0002
car:injection,1,0.0,1.0
busway:centre,1,0.0,1.0
business,1,0.0,1.0
bus_routes,1,0.0,0.1429
buoy:colour,1,0.0,1.0
buildingpart,1,0.0,0.0149
building_supplies:rental,1,0.0,1.0
building_name,1,0.0,1.0
building:year_built,1,0.0,1.0
building:use:office,1,0.0,1.0
capital_ISO3166-1,1,0.0,1.0
car:sales,1,0.0,1.0
check_date:currency,1,0.0,1.0
cep,1,0.0,1.0
check:date,1,0.0,1.0
charity,1,0.0,1.0
charging_station:output,1,0.0,0.5
charging_station,1,0.0,1.0
charge:conditional,1,0.0,1.0
chapel,1,0.0,1.0
chalet,1,0.0,1.0
cep:par,1,0.0,1.0
cep:impar,1,0.0,1.0
center,1,0.0,1.0
car:type,1,0.0,1.0
census,1,0.0,1.0
ceck_date:currency:XBT,1,0.0,1.0
cce,1,0.0,1.0
cats,1,0.0,1.0
catastro:ref,1,0.0,1.0
cash_withdrawal:purchase_required,1,0.0,1.0
cart,1,0.0,1.0
caravan,1,0.0,0.25
car:tyres,1,0.0,1.0
construction:oneway,1,0.0,1.0
construction:shop,1,0.0,1.0
building:structure,1,0.0,1.0
construction_end_expected,1,0.0,0.3333
danger,1,0.0,0.25
dance,1,0.0,1.0
dam,1,0.0,1.0
cycling,1,0.0,0.2
cycleway_1,1,0.0,1.0
cycleway:right:buffer,1,0.0,1.0
cycleway:left:buffer,1,0.0,1.0
cycleway:lane:right,1,0.0,1.0
cycleway:buffer,1,0.0,1.0
currency:rial,1,0.0,1.0
currency:XNO,1,0.0,1.0
currency:USDP,1,0.0,1.0
currency:UAH,1,0.0,1.0
currency:TUSD,1,0.0,1.0
currency:THB,1,0.0,1.0
currency:RUB,1,0.0,1.0
currency:RSD,1,0.0,1.0
currency:PLN,1,0.0,1.0
currency:NGN,1,0.0,1.0
currency:MXN,1,0.0,1.0
currency:MATIC,1,0.0,1.0
dataset,1,0.0,1.0
decorative,1,0.0,1.0
def:highway=living_street;maxspeed,1,0.0,1.0
def:highway=trunk;access:moped,1,0.0,1.0
demolished:highway,1,0.0,0.0417
demolished:amenity,1,0.0,0.1111
delivery:fee,1,0.0,1.0
delivery:description,1,0.0,1.0
delivery:covid19,1,0.0,1.0
deleted:waterway,1,0.0,1.0
"def:urban,unit=kmh",1,0.0,1.0
"def:rural,unit=kmh",1,0.0,1.0
def:highway=trunk;maxspeed,1,0.0,1.0
def:highway=trunk;access:foot,1,0.0,1.0
def:highway=motorway;access:bicycle,1,0.0,1.0
def:highway=trunk;access:bicycle,1,0.0,1.0
def:highway=residential;maxspeed,1,0.0,1.0
def:highway=primary|highway=secondary|highway=tertiary;maxspeed,1,0.0,1.0
def:highway=motorway;oneway,1,0.0,1.0
def:highway=motorway;maxspeed:rain,1,0.0,1.0
def:highway=motorway;maxspeed,1,0.0,1.0
def:highway=motorway;lanes,1,0.0,1.0
def:highway=motorway;access:moped,1,0.0,1.0
def:highway=motorway;access:foot,1,0.0,1.0
currency:LBTC,1,0.0,1.0
currency:INR,1,0.0,1.0
currency:HUF,1,0.0,1.0
contact:phone_2,1,0.0,1.0
coreto,1,0.0,1.0
copy_facility,1,0.0,1.0
cooperative,1,0.0,1.0
cooking,1,0.0,1.0
convenience,1,0.0,1.0
contact:vhf,1,0.0,1.0
contact:threads,1,0.0,1.0
contact:soundcloud,1,0.0,1.0
contact:snapchat,1,0.0,1.0
contact:phone:emergency,1,0.0,1.0
couples,1,0.0,1.0
contact:nostr,1,0.0,1.0
contact:messenger,1,0.0,1.0
contact:mail,1,0.0,1.0
contact:issu,1,0.0,1.0
contact:email_1,1,0.0,1.0
contact:blogspot,1,0.0,1.0
contact:blog,1,0.0,1.0
contact,1,0.0,1.0
construction_start_expected,1,0.0,0.3333
counselling_type:nutrition,1,0.0,1.0
couplings:type,1,0.0,0.0159
currency:DePix,1,0.0,1.0
culture,1,0.0,1.0
currency:DZA,1,0.0,1.0
currency:DAI,1,0.0,1.0
currency:CZK,1,0.0,1.0
currency:CHF,1,0.0,1.0
currency:BsF,1,0.0,1.0
currency:BYR,1,0.0,1.0
currency:BYN,1,0.0,1.0
currency:BOB,1,0.0,1.0
currency:ADA,1,0.0,1.0
cultural,1,0.0,1.0
courts,1,0.0,1.0
cultura,1,0.0,1.0
cult,1,0.0,1.0
crás,1,0.0,1.0
crossing:signals,1,0.0,0.0006
crossing:saltire,1,0.0,0.0056
criminality_tax,1,0.0,1.0
crane:mobile,1,0.0,0.0556
crane:maxload,1,0.0,1.0
cow,1,0.0,1.0
building:type,1,0.0,1.0
building:state_of_the_house,1,0.0,1.0
nm_bairro,1,0.0,1.0
alt_name:eu,1,0.0,1.0
addr:postcode_1,1,0.0,1.0
addr:postbox,1,0.0,1.0
addr:pobox,1,0.0,1.0
addr:parentstreet,1,0.0,1.0
addr:lot,1,0.0,1.0
addr:level,1,0.0,0.25
addr:km,1,0.0,1.0
addr:housenumber_2,1,0.0,1.0
addr:housenumber:source,1,0.0,0.3333
addr:housenumber2,1,0.0,0.1667
addr:housenumber1,1,0.0,1.0
addr:division,1,0.0,1.0
addr:city_block,1,0.0,0.3333
addr:city_1,1,0.0,0.5
addr:building,1,0.0,1.0
addr:borough,1,0.0,1.0
addr:beach,1,0.0,1.0
addr:areatype,1,0.0,1.0
addr2:street,1,0.0,1.0
add,1,0.0,0.125
acronym,1,0.0,1.0
addr:region,1,0.0,1.0
addr:street2,1,0.0,1.0
addr:street:en,1,0.0,1.0
alt_cep,1,0.0,1.0
alt_name:da,1,0.0,1.0
alt_name:cy,1,0.0,1.0
alt_name:csb,1,0.0,1.0
alt_name:co,1,0.0,1.0
alt_name:ckb,1,0.0,1.0
alt_name:bo,1,0.0,1.0
alt_name:be-tarask,1,0.0,1.0
alt_name:az,1,0.0,1.0
alt_name:2,1,0.0,1.0
alley,1,0.0,1.0
addr:tipoarea,1,0.0,1.0
airconditioned,1,0.0,1.0
agência,1,0.0,1.0
aeroway:light,1,0.0,1.0
aerialway:summer:access,1,0.0,0.3333
aerialway:capacity,1,0.0,1.0
administrative,1,0.0,0.5
admin,1,0.0,0.5
addr:typearea,1,0.0,1.0
addr:type,1,0.0,1.0
accommodation,1,0.0,0.3333
access_1,1,0.0,1.0
access:disabled,1,0.0,0.25
IBGE,1,0.0,0.3333
Magnus Diammond,1,0.0,1.0
Lindsay,1,0.0,1.0
LONG,1,0.0,1.0
Industry,1,0.0,1.0
Igreja,1,0.0,1.0
IPP:ORGAO4,1,0.0,1.0
IJSN:zona,1,0.0,1.0
IGA:NOMECARTA,1,0.0,1.0
ID1,1,0.0,1.0
GNS:dsg_string,1,0.0,1.0
McCafe,1,0.0,1.0
GNS:dsg_code,1,0.0,1.0
ESTADO,1,0.0,0.5
Carnaval,1,0.0,1.0
COD_LOG,1,0.0,1.0
CD_GEOCODS,1,0.0,0.1429
CDOT_route,1,0.0,1.0
Boteco,1,0.0,1.0
Bing,1,0.0,0.3333
Aquino,1,0.0,1.0
Market,1,0.0,1.0
Móveis,1,0.0,1.0
abutters,1,0.0,0.1429
Sede,1,0.0,1.0
abandoned:waterway,1,0.0,0.25
abandoned:short_name,1,0.0,1.0
abandoned:resource,1,0.0,1.0
abandoned:hotel,1,0.0,1.0
abandoned:alt_name,1,0.0,1.0
TMC:cid_58:tabcd_1:LocationCode,1,0.0,1.0
TMC:cid_58:tabcd_1:LCLversion,1,0.0,1.0
TMC:cid_58:tabcd_1:Class,1,0.0,1.0
Source_T,1,0.0,1.0
Schalansky_ref,1,0.0,1.0
NM_BAIRRO,1,0.0,1.0
SERVICE,1,0.0,1.0
Rede,1,0.0,1.0
REF,1,0.0,0.25
Quadra,1,0.0,0.5
Posto de combustível,1,0.0,1.0
Ponte Rio Escondido,1,0.0,1.0
PK_COD_ENTIDADE,1,0.0,1.0
Operador,1,0.0,1.0
NOVOCEP,1,0.0,1.0
alt_name:etymology,1,0.0,1.0
alt_name:fi,1,0.0,1.0
building:soft_storey,1,0.0,0.0769
alt_name:fo,1,0.0,1.0
blockage,1,0.0,0.125
biodiesel,1,0.0,1.0
billiards:snooker,1,0.0,0.5
billiards,1,0.0,0.5
bike,1,0.0,0.5
biergarten,1,0.0,1.0
bicycle:tyres,1,0.0,1.0
bicycle:sales,1,0.0,1.0
bicycle:repair,1,0.0,1.0
bic,1,0.0,1.0
beauty_1,1,0.0,1.0
beach,1,0.0,0.2
bbq,1,0.0,1.0
barrier:personnel,1,0.0,0.1429
barrier:obstacle_type,1,0.0,0.0667
barechested,1,0.0,1.0
auto,1,0.0,1.0
authentication:none,1,0.0,1.0
authentication:biometric,1,0.0,1.0
atv:sales,1,0.0,1.0
assisted_trail,1,0.0,1.0
boat:rental,1,0.0,1.0
boat:sales,1,0.0,1.0
bonfire,1,0.0,1.0
building:fireproof,1,0.0,1.0
building:shape,1,0.0,0.1667
building:repeat_on,1,0.0,1.0
building:note,1,0.0,1.0
building:min_levels,1,0.0,0.3333
building:material_1,1,0.0,1.0
building:material:concrete,1,0.0,0.5
building:level,1,0.0,0.0769
building:layers,1,0.0,1.0
building:foundation_height,1,0.0,0.1667
building:entrance,1,0.0,1.0
bookswap,1,0.0,1.0
building:end_date,1,0.0,1.0
building:eaves:height,1,0.0,1.0
building:cladding,1,0.0,1.0
building:architect,1,0.0,1.0
bridge_1,1,0.0,1.0
bridge:old_name,1,0.0,1.0
boundary_type:FR,1,0.0,1.0
boundary:type,1,0.0,1.0
booth,1,0.0,0.2
artist:wikipedia,1,0.0,1.0
artist,1,0.0,1.0
armrest,1,0.0,0.0016
alt_name:new,1,0.0,1.0
alt_name:sco,1,0.0,1.0
alt_name:rw,1,0.0,1.0
alt_name:ru,1,0.0,1.0
alt_name:roa-rup,1,0.0,1.0
alt_name:qu,1,0.0,1.0
alt_name:ps,1,0.0,1.0
alt_name:pms,1,0.0,1.0
alt_name:pl,1,0.0,1.0
alt_name:no,1,0.0,1.0
alt_name:nan,1,0.0,1.0
alt_name:sk,1,0.0,1.0
alt_name:nah,1,0.0,1.0
alt_name:mk,1,0.0,1.0
alt_name:mi,1,0.0,1.0
alt_name:lt,1,0.0,1.0
alt_name:ku,1,0.0,1.0
alt_name:ko,1,0.0,1.0
alt_name:kn,1,0.0,1.0
alt_name:ie,1,0.0,1.0
alt_name:hr,1,0.0,1.0
alt_name:sh,1,0.0,1.0
alt_name:source,1,0.0,1.0
area_ha,1,0.0,1.0
amenity:restaurant,1,0.0,1.0
area_1,1,0.0,1.0
apartment,1,0.0,0.5
anthropogenic,1,0.0,1.0
anno,1,0.0,1.0
animal_shelter:purpose,1,0.0,1.0
amsl,1,0.0,1.0
amount,1,0.0,0.5
amenity_5,1,0.0,1.0
amenity_4,1,0.0,1.0
amenity:fast_food,1,0.0,1.0
alt_name:sq,1,0.0,1.0
amenity:disused,1,0.0,1.0
alt_name_5,1,0.0,1.0
alt_name:zh-Hant,1,0.0,1.0
alt_name:zh-Hans,1,0.0,1.0
alt_name:zh,1,0.0,1.0
alt_name:wo,1,0.0,1.0
alt_name:tr,1,0.0,1.0
alt_name:sv,1,0.0,1.0
alt_name:su,1,0.0,1.0
demolished:leisure,1,0.0,1.0
demolished:official_name,1,0.0,0.1429
demolished:public_transport,1,0.0,1.0
locker,1,0.0,1.0
landuse_3,1,0.0,1.0
landscape,1,0.0,1.0
landmark,1,0.0,1.0
landfill:type:FR,1,0.0,1.0
lamp_mount,1,0.0,0.0003
lagoon,1,0.0,1.0
laboratório,1,0.0,1.0
kml:guid,1,0.0,0.0833
key_cutter,1,0.0,1.0
juscelino,1,0.0,1.0
jetski:sales,1,0.0,1.0
jetski:rental,1,0.0,1.0
isolation,1,0.0,1.0
isced:2011:level,1,0.0,1.0
is_in:waterway,1,0.0,1.0
is_in:village,1,0.0,1.0
iphan:ref,1,0.0,1.0
internet_access:access,1,0.0,1.0
inscription_1,1,0.0,1.0
inscription_0,1,0.0,1.0
inepe,1,0.0,1.0
lanes:bus:backward:conditional,1,0.0,1.0
lanes:emergency:backward,1,0.0,1.0
language:ar,1,0.0,1.0
language:vi,1,0.0,1.0
loc_name:es,1,0.0,1.0
livestock,1,0.0,0.0026
lift_gate:type,1,0.0,0.0031
liaison,1,0.0,1.0
lgbtq:men,1,0.0,1.0
lg_titulo,1,0.0,1.0
lg_prep,1,0.0,1.0
leisure_3,1,0.0,1.0
leisure_2,1,0.0,1.0
language:tok,1,0.0,1.0
language:be,1,0.0,1.0
language:ru,1,0.0,1.0
language:ro,1,0.0,1.0
language:pt-BR,1,0.0,1.0
language:pl,1,0.0,1.0
language:nl,1,0.0,1.0
language:ko,1,0.0,1.0
language:hin,1,0.0,1.0
language:el,1,0.0,1.0
language:br,1,0.0,1.0
ine:municipio,1,0.0,1.0
industry,1,0.0,0.5
inauguration_date,1,0.0,1.0
health_specialty:physiatry,1,0.0,1.0
hgv:backward,1,0.0,1.0
herb,1,0.0,1.0
helipad,1,0.0,0.5
hectares,1,0.0,1.0
heat,1,0.0,1.0
hearing impaired,1,0.0,0.5
healthcare:funding,1,0.0,1.0
health_specialty:yoga,1,0.0,1.0
health_specialty:radiology,1,0.0,1.0
health_specialty:nephrology,1,0.0,1.0
hifi:repair,1,0.0,0.5
health_specialty:forensic_pathology,1,0.0,1.0
health_specialty:cardiology,1,0.0,0.5
health_service:counselling,1,0.0,1.0
health_food,1,0.0,1.0
health_facility:dentistry,1,0.0,1.0
hazard:backward,1,0.0,1.0
hashtags,1,0.0,1.0
harbour:water_tap,1,0.0,1.0
harbour:visitor_berth,1,0.0,1.0
hgv:state_network,1,0.0,1.0
high_pressure_washer,1,0.0,1.0
image_direction,1,0.0,1.0
home,1,0.0,1.0
identity,1,0.0,1.0
id_areas_e,1,0.0,1.0
id:fetranspor,1,0.0,0.5
ibge:id,1,0.0,1.0
hot_water,1,0.0,0.04
horse:conditional,1,0.0,0.5
horarios,1,0.0,1.0
horario de funcionamento,1,0.0,1.0
homeopatic,1,0.0,1.0
historic:website,1,0.0,1.0
highway_2,1,0.0,1.0
historic:service,1,0.0,1.0
historic:power:plant:source,1,0.0,1.0
historic:power,1,0.0,1.0
historic:place,1,0.0,1.0
historic:period,1,0.0,0.5
historic:owner,1,0.0,0.5
historic:name,1,0.0,0.3333
historic:era,1,0.0,1.0
highway_3,1,0.0,1.0
loc_name:it,1,0.0,1.0
locomotive:start_date,1,0.0,1.0
departures_board:speech_output,1,0.0,1.0
logo,1,0.0,1.0
name:ja-Latn,1,0.0,0.5
name:iu,1,0.0,1.0
name:ik,1,0.0,1.0
name:hil,1,0.0,1.0
name:guc,1,0.0,1.0
name:grc,1,0.0,1.0
name:got,1,0.0,1.0
name:glk,1,0.0,1.0
name:gaceria,1,0.0,1.0
name:de_DE,1,0.0,1.0
name:comment,1,0.0,1.0
name:cb,1,0.0,1.0
name:bpv,1,0.0,1.0
name:botanical,1,0.0,0.2
name:az-Cyrl,1,0.0,1.0
name:az-Arab,1,0.0,1.0
name:-1871,1,0.0,1.0
na,1,0.0,0.037
musical_instrument:repair,1,0.0,1.0
music_genre,1,0.0,1.0
museum:start_date,1,0.0,1.0
name:ja_kana,1,0.0,1.0
name:ja_rm,1,0.0,1.0
name:map-bms,1,0.0,1.0
nat_name:es,1,0.0,1.0
nickname:pl,1,0.0,1.0
nickname:fi,1,0.0,1.0
nickname:en,1,0.0,1.0
ngo,1,0.0,0.5
newspaper,1,0.0,1.0
network:operator,1,0.0,1.0
ne,1,0.0,1.0
navigationaid,1,0.0,0.0051
naturbase:iid,1,0.0,0.3333
nat_name:en,1,0.0,1.0
name:mo,1,0.0,1.0
name_4,1,0.0,1.0
name:zh-Latn-pinyin,1,0.0,1.0
name:wikidata,1,0.0,1.0
name:ttc,1,0.0,1.0
name:tca,1,0.0,1.0
name:sje,1,0.0,1.0
name:ru:word_stress,1,0.0,1.0
name:pth,1,0.0,1.0
name:pt-PT,1,0.0,1.0
mtg:type,1,0.0,1.0
mtg,1,0.0,1.0
mtb:description,1,0.0,0.0714
mata atlantica,1,0.0,1.0
medical_supply,1,0.0,1.0
measurement,1,0.0,1.0
maze,1,0.0,1.0
maybe:rapids,1,0.0,1.0
maxwidth:physical,1,0.0,0.125
maxweight:hgv,1,0.0,1.0
maxweight:bus,1,0.0,1.0
maxspeed:school_time,1,0.0,1.0
maxspeed:bus:forward,1,0.0,1.0
marsh water,1,0.0,1.0
mental_health,1,0.0,1.0
marketing,1,0.0,1.0
man_made:material,1,0.0,1.0
maintenance,1,0.0,1.0
lwn_ref,1,0.0,1.0
luggage_locker,1,0.0,1.0
love_locks,1,0.0,1.0
loteamento,1,0.0,1.0
lot_type,1,0.0,0.5
lookout,1,0.0,1.0
medicine,1,0.0,1.0
metal,1,0.0,1.0
movimento,1,0.0,1.0
monitoring:geodetic,1,0.0,1.0
motorcycle_friendly,1,0.0,1.0
motorcycle:safety_inspection,1,0.0,1.0
motorcycle:brakes,1,0.0,1.0
monument:type,1,0.0,1.0
monitoring:wind_speed,1,0.0,0.3333
monitoring:water_quality,1,0.0,0.3333
monitoring:sky_brightness,1,0.0,1.0
monitoring:particulate_matter,1,0.0,1.0
monitoring:meteorology,1,0.0,0.25
monitoring:gas,1,0.0,1.0
micropub,1,0.0,1.0
monitoring:galileo,1,0.0,1.0
monitoring:air_traffic,1,0.0,0.3333
model_aerodrome:turbine,1,0.0,1.0
model_aerodrome:heli,1,0.0,1.0
model_aerodrome:electric,1,0.0,1.0
model_aerodrome:combustion,1,0.0,1.0
mobile_phone,1,0.0,1.0
min_radius,1,0.0,1.0
mimics,1,0.0,0.0556
harbour:toilets,1,0.0,1.0
harbour:slipway,1,0.0,1.0
harbour:showers,1,0.0,1.0
harbour:refuse_bin,1,0.0,1.0
disused:police,1,0.0,0.5
disused:place,1,0.0,0.5
disused:outdoor_seating,1,0.0,1.0
disused:operator,1,0.0,0.0909
disused:official_name,1,0.0,1.0
disused:name_2,1,0.0,1.0
disused:military,1,0.0,1.0
disused:internet_access,1,0.0,0.5
disused:industrial,1,0.0,0.25
disused:government,1,0.0,0.5
disused:generator:source,1,0.0,1.0
disused:garden:type,1,0.0,1.0
disused:delivery,1,0.0,1.0
disused:cycleway:right:oneway,1,0.0,1.0
disused:cycleway:right,1,0.0,1.0
disused:cuisine,1,0.0,0.1667
disused:capacity,1,0.0,1.0
disused:atm,1,0.0,1.0
distrito,1,0.0,0.0035
disputed,1,0.0,1.0
dispute,1,0.0,1.0
disused:sport,1,0.0,0.2
disused:train_station,1,0.0,1.0
disused:website,1,0.0,1.0
duration:backward,1,0.0,1.0
email2,1,0.0,1.0
electronics,1,0.0,1.0
electricity,1,0.0,1.0
ele:msl,1,0.0,0.01
ele:local,1,0.0,1.0
ele:ellipsoid,1,0.0,0.5
earthquake:damage,1,0.0,0.5
earthquake,1,0.0,0.5
duration:forward,1,0.0,1.0
drone,1,0.0,1.0
division_code,1,0.0,1.0
drinks,1,0.0,1.0
drinking_water:refill,1,0.0,1.0
drink:milk,1,0.0,1.0
drink:espresso,1,0.0,1.0
dragon,1,0.0,1.0
door:wings,1,0.0,0.0667
donation:facility,1,0.0,1.0
donation,1,0.0,1.0
dogs,1,0.0,1.0
display_name,1,0.0,1.0
dirt,1,0.0,1.0
diplomatic:services:passport,1,0.0,1.0
destination:lang:es:lanes,1,0.0,1.0
destroyed:historic,1,0.0,1.0
destroyed:date,1,0.0,1.0
destroyed:bridge:material,1,0.0,1.0
destroyed:brand,1,0.0,1.0
destroyed:amenity,1,0.0,1.0
destination_1,1,0.0,1.0
destination:symbol:forward,1,0.0,1.0
destination:street:backward,1,0.0,1.0
destination:lang:pt,1,0.0,1.0
destination:lang:es,1,0.0,0.125
destroyed:layer,1,0.0,0.5
destination:lang:de,1,0.0,1.0
destination:colour:text:lanes,1,0.0,1.0
destination:colour:arrow:lanes,1,0.0,1.0
destination:arrow,1,0.0,1.0
desde,1,0.0,1.0
description:ru,1,0.0,1.0
depth:dredged:year,1,0.0,0.0263
depth:dredged,1,0.0,0.0263
deprecated:amenity,1,0.0,1.0
destroyed:lanes,1,0.0,1.0
destroyed:man_made,1,0.0,1.0
diplomatic:services:Notarial_Services,1,0.0,1.0
diet:junkfood,1,0.0,1.0
diet:soy_free,1,0.0,1.0
diet:smoke-dried,1,0.0,1.0
diet:slow_food,1,0.0,1.0
diet:salad,1,0.0,1.0
diet:regular,1,0.0,1.0
diet:protéica,1,0.0,1.0
diet:nut_free,1,0.0,1.0
diet:macrobiotic,1,0.0,1.0
diet:lacto-ovo_vegetarian,1,0.0,1.0
diet:horta,1,0.0,1.0
destroyed:oneway,1,0.0,1.0
diet:friture,1,0.0,1.0
diet:dairy,1,0.0,1.0
diet:churrasco_raiz,1,0.0,1.0
diet:Saudavel,1,0.0,1.0
diet,1,0.0,1.0
diaper,1,0.0,1.0
dgpc:inscription_date,1,0.0,1.0
device,1,0.0,1.0
destroyed:tourism,1,0.0,1.0
email:eventos,1,0.0,1.0
embedded_rails,1,0.0,1.0
employee,1,0.0,1.0
fuel:gasoil,1,0.0,0.5
full_service,1,0.0,1.0
fuel:octane_89,1,0.0,1.0
fuel:octane_88,1,0.0,1.0
fuel:octane_102,1,0.0,1.0
fuel:kerosene,1,0.0,1.0
fuel:gás,1,0.0,1.0
fuel:gasoline_93,1,0.0,1.0
fuel:gasolina_C_premium,1,0.0,1.0
fuel:gasolina_C,1,0.0,1.0
fuel:engine_oil,1,0.0,1.0
funeral_hall,1,0.0,1.0
fuel:energy,1,0.0,1.0
fuel:e25,1,0.0,0.5
fuel:diesel_evolux,1,0.0,1.0
fuel:diesel_S00,1,0.0,1.0
fuel:diesel_1,1,0.0,1.0
fuel:coal,1,0.0,1.0
fuel:arla,1,0.0,1.0
fuel:adblue:canister,1,0.0,1.0
fuel:Shell_V-Power,1,0.0,1.0
functional,1,0.0,1.0
futebol:teaching,1,0.0,1.0
fuel:Gasoline,1,0.0,1.0
green_roof,1,0.0,1.0
harbour:pump-out,1,0.0,1.0
harbour:nautical_club,1,0.0,1.0
harbour:fuel_station,1,0.0,1.0
harbour:electricity,1,0.0,1.0
harbour:boat_hoist,1,0.0,1.0
harbor,1,0.0,1.0
gym,1,0.0,0.3333
guide,1,0.0,1.0
gtfs_stop_code,1,0.0,1.0
green,1,0.0,0.25
game,1,0.0,1.0
golf:stroke_index,1,0.0,1.0
golf:designer,1,0.0,1.0
gnis:county_id,1,0.0,1.0
glasses,1,0.0,1.0
gift,1,0.0,1.0
geological:outcrop,1,0.0,1.0
generator:output:steam,1,0.0,1.0
gender_segregated,1,0.0,0.1111
gender,1,0.0,1.0
fuel:Grid,1,0.0,1.0
fuel:Arla,1,0.0,1.0
end_date:building,1,0.0,1.0
events,1,0.0,0.5
festival,1,0.0,1.0
fence:height,1,0.0,1.0
fee:price,1,0.0,1.0
favela,1,0.0,0.5
fair,1,0.0,1.0
extrude,1,0.0,1.0
extension_phone,1,0.0,1.0
exhibit,1,0.0,1.0
exercise,1,0.0,0.5
euro_const,1,0.0,1.0
filming,1,0.0,1.0
etymology:wikidata,1,0.0,1.0
ethnicity,1,0.0,1.0
estuary,1,0.0,1.0
est_avance,1,0.0,1.0
escalator,1,0.0,0.25
entrance_model,1,0.0,1.0
engineering,1,0.0,1.0
engineer:type,1,0.0,1.0
endlevel,1,0.0,0.5
filial,1,0.0,1.0
finish_date,1,0.0,1.0
free_flying:site_orientation,1,0.0,1.0
flat_steps,1,0.0,0.5
franchise,1,0.0,1.0
founder:wikipedia,1,0.0,1.0
format:top,1,0.0,0.3333
for,1,0.0,1.0
flowers,1,0.0,0.3333
flower,1,0.0,0.1429
floor:material,1,0.0,0.1111
floor,1,0.0,1.0
flats,1,0.0,0.2
flagpole:construction,1,0.0,1.0
fire_hydrant:diameter,1,0.0,0.0028
flagpole,1,0.0,1.0
flag:country,1,0.0,0.5
fixme:website,1,0.0,1.0
fixme:pt,1,0.0,1.0
fixme:en,1,0.0,1.0
fix,1,0.0,0.2
fire_station:type:FR,1,0.0,1.0
fire_station:type,1,0.0,1.0
fire_rank,1,0.0,1.0
year_built,1,0.0,0.5
